OUTCOME;P_0;P_1;score
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
1;0.9252965625;0.0747034375;12.3862648556
1;0.9252965625;0.0747034375;12.3862648556
1;0.9252965625;0.0747034375;12.3862648556
1;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9252965625;0.0747034375;12.3862648556
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
1;0.9267904239;0.0732095761;12.6594152469
1;0.9267904239;0.0732095761;12.6594152469
1;0.9267904239;0.0732095761;12.6594152469
1;0.9267904239;0.0732095761;12.6594152469
1;0.9267904239;0.0732095761;12.6594152469
1;0.9267904239;0.0732095761;12.6594152469
1;0.9267904239;0.0732095761;12.6594152469
1;0.9267904239;0.0732095761;12.6594152469
1;0.9267904239;0.0732095761;12.6594152469
1;0.9267904239;0.0732095761;12.6594152469
1;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9267904239;0.0732095761;12.6594152469
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
1;0.9292993178;0.0707006822;13.1441350901
1;0.9292993178;0.0707006822;13.1441350901
1;0.9292993178;0.0707006822;13.1441350901
1;0.9292993178;0.0707006822;13.1441350901
1;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9292993178;0.0707006822;13.1441350901
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
1;0.9331031037;0.0668968963;13.948376611
1;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9331031037;0.0668968963;13.948376611
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
0;0.9340864558;0.0659135442;14.1713887053
1;0.9340864558;0.0659135442;14.1713887053
1;0.9340864558;0.0659135442;14.1713887053
1;0.9340864558;0.0659135442;14.1713887053
1;0.9340864558;0.0659135442;14.1713887053
